school_name,state,city,control,level,enrollment,has_ia_program,ia_program_name,ia_cost_model,ia_price,ia_opt_out,bookstore_partner,publishers_platforms,oer_program,source_url,source_type,verification_date,confidence,notes
Kalamazoo College,MI,,private_nonprofit,4-year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Kalamazoo Valley Community College,MI,,public,2-year,0,yes,Inclusive Access / First Day (varies by institution),per-course or per-credit hr; digital via lms; auto-enrolled; opt-out; varies by institution,,unknown,Various (BN / Follett / campus),Various; digital via LMS,unknown,,,,unverified,State university or community college. Various IA models common at larger institutions. Per-course. Opt-out.
Kellogg Community College,MI,,public,2-year,0,yes,Inclusive Access / First Day (varies by institution),per-course or per-credit hr; digital via lms; auto-enrolled; opt-out; varies by institution,,unknown,Various (BN / Follett / campus),Various; digital via LMS,unknown,,,,unverified,State university or community college. Various IA models common at larger institutions. Per-course. Opt-out.
Kettering University,MI,,private_nonprofit,4-year,0,yes,Inclusive Access / First Day (varies by institution),per-course or per-credit hr; digital via lms; auto-enrolled; opt-out; varies by institution,,unknown,Various (BN / Follett / campus),Various; digital via LMS,unknown,,,,unverified,State university or community college. Various IA models common at larger institutions. Per-course. Opt-out.
Keweenaw Bay Ojibwa Community College,MI,,public,2-year,0,yes,Inclusive Access / First Day (varies by institution),per-course or per-credit hr; digital via lms; auto-enrolled; opt-out; varies by institution,,unknown,Various (BN / Follett / campus),Various; digital via LMS,unknown,,,,unverified,State university or community college. Various IA models common at larger institutions. Per-course. Opt-out.
Keweenaw Bay Ojibwa Community College - Wabanung Campus,MI,,public,2-year,0,yes,Inclusive Access / First Day (varies by institution),per-course or per-credit hr; digital via lms; auto-enrolled; opt-out; varies by institution,,unknown,Various (BN / Follett / campus),Various; digital via LMS,unknown,,,,unverified,State university or community college. Various IA models common at larger institutions. Per-course. Opt-out.
Kirtland Community College,MI,,public,2-year,0,yes,Inclusive Access / First Day (varies by institution),per-course or per-credit hr; digital via lms; auto-enrolled; opt-out; varies by institution,,unknown,Various (BN / Follett / campus),Various; digital via LMS,unknown,,,,unverified,State university or community college. Various IA models common at larger institutions. Per-course. Opt-out.
Kuyper College,MI,,private_nonprofit,4-year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Lake Michigan College,MI,,public,2-year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Lake Superior State University,MI,,public,4-year,0,yes,Inclusive Access / First Day (varies by institution),per-course or per-credit hr; digital via lms; auto-enrolled; opt-out; varies by institution,,unknown,Various (BN / Follett / campus),Various; digital via LMS,unknown,,,,unverified,State university or community college. Various IA models common at larger institutions. Per-course. Opt-out.
Lansing Community College,MI,,public,2-year,0,yes,Inclusive Access / First Day (varies by institution),per-course or per-credit hr; digital via lms; auto-enrolled; opt-out; varies by institution,,unknown,Various (BN / Follett / campus),Various; digital via LMS,unknown,,,,unverified,State university or community college. Various IA models common at larger institutions. Per-course. Opt-out.
Lawrence Technological University,MI,,private_nonprofit,4-year,0,yes,Inclusive Access / First Day (varies by institution),per-course or per-credit hr; digital via lms; auto-enrolled; opt-out; varies by institution,,unknown,Various (BN / Follett / campus),Various; digital via LMS,unknown,,,,unverified,State university or community college. Various IA models common at larger institutions. Per-course. Opt-out.
Macomb Community College,MI,,public,2-year,0,yes,Inclusive Access / First Day (varies by institution),per-course or per-credit hr; digital via lms; auto-enrolled; opt-out; varies by institution,,unknown,Various (BN / Follett / campus),Various; digital via LMS,unknown,,,,unverified,State university or community college. Various IA models common at larger institutions. Per-course. Opt-out.
Madonna University,MI,,private_nonprofit,4-year,0,yes,Inclusive Access / First Day (varies by institution),per-course or per-credit hr; digital via lms; auto-enrolled; opt-out; varies by institution,,unknown,Various (BN / Follett / campus),Various; digital via LMS,unknown,,,,unverified,State university or community college. Various IA models common at larger institutions. Per-course. Opt-out.
Metro Detroit Barber College,MI,,private_nonprofit,2-year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Michigan School of Psychology,MI,,private_nonprofit,4-year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Michigan State University,MI,,public,4-year,0,yes,Inclusive Access,per-course,,yes,Independent/In-house,Various; via RedShelf,unknown,https://www.msubookstore.org/,,2026-03-09,verified,MSU: Inclusive Access via RedShelf. Charged after day 15. Opt-out by drop date. Bookstore + publisher collaboration. Also library textbook lending.
Michigan Technological University,MI,,public,4-year,0,yes,Inclusive Access / First Day (varies by institution),per-course or per-credit hr; digital via lms; auto-enrolled; opt-out; varies by institution,,unknown,Various (BN / Follett / campus),Various; digital via LMS,unknown,,,,unverified,State university or community college. Various IA models common at larger institutions. Per-course. Opt-out.
Mid Michigan College,MI,,public,2-year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Monroe County Community College,MI,,public,2-year,0,yes,Inclusive Access / First Day (varies by institution),per-course or per-credit hr; digital via lms; auto-enrolled; opt-out; varies by institution,,unknown,Various (BN / Follett / campus),Various; digital via LMS,unknown,,,,unverified,State university or community college. Various IA models common at larger institutions. Per-course. Opt-out.
Montcalm Community College,MI,,public,2-year,0,yes,Inclusive Access / First Day (varies by institution),per-course or per-credit hr; digital via lms; auto-enrolled; opt-out; varies by institution,,unknown,Various (BN / Follett / campus),Various; digital via LMS,unknown,,,,unverified,State university or community college. Various IA models common at larger institutions. Per-course. Opt-out.
Moody Theological Seminary and Graduate School--Michigan,MI,,private_nonprofit,4-year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Mott Community College,MI,,public,2-year,0,yes,Inclusive Access / First Day (varies by institution),per-course or per-credit hr; digital via lms; auto-enrolled; opt-out; varies by institution,,unknown,Various (BN / Follett / campus),Various; digital via LMS,unknown,,,,unverified,State university or community college. Various IA models common at larger institutions. Per-course. Opt-out.
Muskegon Community College,MI,,public,2-year,0,yes,Inclusive Access / First Day (varies by institution),per-course or per-credit hr; digital via lms; auto-enrolled; opt-out; varies by institution,,unknown,Various (BN / Follett / campus),Various; digital via LMS,unknown,,,,unverified,State university or community college. Various IA models common at larger institutions. Per-course. Opt-out.
North Central Michigan College,MI,,public,2-year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Northern Michigan University,MI,,public,4-year,0,yes,Inclusive Access / First Day (varies by institution),per-course or per-credit hr; digital via lms; auto-enrolled; opt-out; varies by institution,,unknown,Various (BN / Follett / campus),Various; digital via LMS,unknown,,,,unverified,State university or community college. Various IA models common at larger institutions. Per-course. Opt-out.
Northwestern Michigan College,MI,,public,4-year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Northwood University,MI,,private_nonprofit,4-year,0,yes,Inclusive Access / First Day (varies by institution),per-course or per-credit hr; digital via lms; auto-enrolled; opt-out; varies by institution,,unknown,Various (BN / Follett / campus),Various; digital via LMS,unknown,,,,unverified,State university or community college. Various IA models common at larger institutions. Per-course. Opt-out.
Oakland Community College,MI,,public,2-year,0,yes,Inclusive Access / First Day (varies by institution),per-course or per-credit hr; digital via lms; auto-enrolled; opt-out; varies by institution,,unknown,Various (BN / Follett / campus),Various; digital via LMS,unknown,,,,unverified,State university or community college. Various IA models common at larger institutions. Per-course. Opt-out.
Oakland University,MI,,public,4-year,0,yes,Inclusive Access / First Day (varies by institution),per-course or per-credit hr; digital via lms; auto-enrolled; opt-out; varies by institution,,unknown,Various (BN / Follett / campus),Various; digital via LMS,unknown,,,,unverified,State university or community college. Various IA models common at larger institutions. Per-course. Opt-out.
Rochester University,MI,,private_nonprofit,4-year,0,yes,Inclusive Access / First Day (varies by institution),per-course or per-credit hr; digital via lms; auto-enrolled; opt-out; varies by institution,,unknown,Various (BN / Follett / campus),Various; digital via LMS,unknown,,,,unverified,State university or community college. Various IA models common at larger institutions. Per-course. Opt-out.
Ross College-Grand Rapids North,MI,,private_forprofit,2-year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Sacred Heart Major Seminary,MI,,private_nonprofit,4-year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Saginaw Chippewa Tribal College,MI,,public,2-year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Saginaw Valley State University,MI,,public,4-year,0,yes,Inclusive Access / First Day (varies by institution),per-course or per-credit hr; digital via lms; auto-enrolled; opt-out; varies by institution,,unknown,Various (BN / Follett / campus),Various; digital via LMS,unknown,,,,unverified,State university or community college. Various IA models common at larger institutions. Per-course. Opt-out.
School of Missionary Aviation Technology,MI,,private_nonprofit,2-year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Schoolcraft Community College District,MI,,public,4-year,0,yes,Inclusive Access / First Day (varies by institution),per-course or per-credit hr; digital via lms; auto-enrolled; opt-out; varies by institution,,unknown,Various (BN / Follett / campus),Various; digital via LMS,unknown,,,,unverified,State university or community college. Various IA models common at larger institutions. Per-course. Opt-out.
Siena Heights University,MI,,private_nonprofit,4-year,0,yes,Inclusive Access / First Day (varies by institution),per-course or per-credit hr; digital via lms; auto-enrolled; opt-out; varies by institution,,unknown,Various (BN / Follett / campus),Various; digital via LMS,unknown,,,,unverified,State university or community college. Various IA models common at larger institutions. Per-course. Opt-out.
Southwestern Michigan College,MI,,public,2-year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Spring Arbor University,MI,,private_nonprofit,4-year,0,yes,Inclusive Access / First Day (varies by institution),per-course or per-credit hr; digital via lms; auto-enrolled; opt-out; varies by institution,,unknown,Various (BN / Follett / campus),Various; digital via LMS,unknown,,,,unverified,State university or community college. Various IA models common at larger institutions. Per-course. Opt-out.
St Clair County Community College,MI,,public,2-year,0,yes,Inclusive Access / First Day (varies by institution),per-course or per-credit hr; digital via lms; auto-enrolled; opt-out; varies by institution,,unknown,Various (BN / Follett / campus),Various; digital via LMS,unknown,,,,unverified,State university or community college. Various IA models common at larger institutions. Per-course. Opt-out.
Taylor Andrews Academy of Hair Design-Hair Lab Detroit Barber School,MI,,private_forprofit,2-year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
The Michigan Barber School,MI,,private_nonprofit,2-year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
The University of Olivet,MI,,private_nonprofit,4-year,0,yes,Inclusive Access / First Day (varies by institution),per-course or per-credit hr; digital via lms; auto-enrolled; opt-out; varies by institution,,unknown,Various (BN / Follett / campus),Various; digital via LMS,unknown,,,,unverified,State university or community college. Various IA models common at larger institutions. Per-course. Opt-out.
Thomas M Cooley Law School,MI,,private_nonprofit,4-year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Universal Technical Institute-Canton,MI,,private_forprofit,2-year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
University of Detroit Mercy,MI,,private_nonprofit,4-year,0,yes,Inclusive Access / First Day (varies by institution),per-course or per-credit hr; digital via lms; auto-enrolled; opt-out; varies by institution,,unknown,Various (BN / Follett / campus),Various; digital via LMS,unknown,,,,unverified,State university or community college. Various IA models common at larger institutions. Per-course. Opt-out.
University of Michigan-Ann Arbor,MI,,public,4-year,0,no,BN College partnership (no formal system-wide IA),bn college online bookstore; price comparison tools; library reserves; no formal auto-enrolled ia; etextbook pilot 2011,,unknown,Barnes & Noble College,Various,unknown,https://umich.edu,,2026-03-09,likely,UMich: BN College partnership. No formal system-wide IA auto-enrollment. Price comparison tools. Library reserves. eTextbook pilot 2011.
University of Michigan-Dearborn,MI,,public,4-year,0,yes,Inclusive Access / First Day (varies by institution),per-course or per-credit hr; digital via lms; auto-enrolled; opt-out; varies by institution,,unknown,Various (BN / Follett / campus),Various; digital via LMS,unknown,,,,unverified,State university or community college. Various IA models common at larger institutions. Per-course. Opt-out.
University of Michigan-Flint,MI,,public,4-year,0,yes,Inclusive Access / First Day (varies by institution),per-course or per-credit hr; digital via lms; auto-enrolled; opt-out; varies by institution,,unknown,Various (BN / Follett / campus),Various; digital via LMS,unknown,,,,unverified,State university or community college. Various IA models common at larger institutions. Per-course. Opt-out.
Walsh College,MI,,private_nonprofit,4-year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Washtenaw Community College,MI,,public,2-year,0,yes,Inclusive Access / First Day (varies by institution),per-course or per-credit hr; digital via lms; auto-enrolled; opt-out; varies by institution,,unknown,Various (BN / Follett / campus),Various; digital via LMS,unknown,,,,unverified,State university or community college. Various IA models common at larger institutions. Per-course. Opt-out.
Wayne County Community College District,MI,,public,2-year,0,yes,Inclusive Access / First Day (varies by institution),per-course or per-credit hr; digital via lms; auto-enrolled; opt-out; varies by institution,,unknown,Various (BN / Follett / campus),Various; digital via LMS,unknown,,,,unverified,State university or community college. Various IA models common at larger institutions. Per-course. Opt-out.
Wayne State University,MI,,public,4-year,0,yes,Warrior Day One Access (WDO),per-course; charged to wsu account; digital via canvas; opt-out by deadline for credit; reduced cost,,unknown,WSU Bookstore,Various; digital via Canvas,unknown,https://wayne.edu; https://waynestatebookstore.com,,2026-03-09,likely,Wayne State: Warrior Day One Access. Charged to WSU account. Digital via Canvas. Opt-out by deadline.
West Michigan College of Barbering and Beauty,MI,,private_forprofit,2-year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
West Shore Community College,MI,,public,2-year,0,yes,Inclusive Access / First Day (varies by institution),per-course or per-credit hr; digital via lms; auto-enrolled; opt-out; varies by institution,,unknown,Various (BN / Follett / campus),Various; digital via LMS,unknown,,,,unverified,State university or community college. Various IA models common at larger institutions. Per-course. Opt-out.
Western Michigan University,MI,,public,4-year,0,no,N/A,traditional purchase via bookstore,,unknown,University bookstore,Various; alt format textbooks via disability services,unknown,https://wmich.edu,,2026-03-09,likely,No formal IA program. Disability Services provides alternate format textbooks.
Western Michigan University Homer Stryker M.D. School of Medicine,MI,,private_nonprofit,4-year,0,yes,Inclusive Access / First Day (varies by institution),per-course or per-credit hr; digital via lms; auto-enrolled; opt-out; varies by institution,,unknown,Various (BN / Follett / campus),Various; digital via LMS,unknown,,,,unverified,State university or community college. Various IA models common at larger institutions. Per-course. Opt-out.
Western Theological Seminary,MI,,private_nonprofit,4-year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Yeshiva Gedolah of Greater Detroit,MI,,private_nonprofit,4-year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Academy College,MN,,private_forprofit,4-year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Adler Graduate School,MN,,private_nonprofit,4-year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Alexandria Technical & Community College,MN,,public,2-year,0,yes,Follett ACCESS / MN State Z-Degree,per-course follett access digital via d2l; auto-charged opt-out; mn state z-degree (zero textbook cost degrees); oer promoted,,unknown,Follett / Campus bookstore,Various; Follett; OER,unknown,https://minnstate.edu,,2026-03-09,likely,MN State system: Follett ACCESS digital via D2L. Z-Degree zero textbook programs. OER promoted.
American Academy of Health and Wellness,MN,,private_forprofit,4-year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Anoka Technical College,MN,,public,2-year,0,yes,Follett ACCESS / MN State Z-Degree,per-course follett access digital via d2l; auto-charged opt-out; mn state z-degree (zero textbook cost degrees); oer promoted,,unknown,Follett / Campus bookstore,Various; Follett; OER,unknown,https://minnstate.edu,,2026-03-09,likely,MN State system: Follett ACCESS digital via D2L. Z-Degree zero textbook programs. OER promoted.
Anoka-Ramsey Community College,MN,,public,2-year,0,yes,Follett ACCESS / MN State Z-Degree,per-course follett access digital via d2l; auto-charged opt-out; mn state z-degree (zero textbook cost degrees); oer promoted,,unknown,Follett / Campus bookstore,Various; Follett; OER,unknown,https://minnstate.edu,,2026-03-09,likely,MN State system: Follett ACCESS digital via D2L. Z-Degree zero textbook programs. OER promoted.
Anoka-Ramsey Community College-Cambridge Campus,MN,,public,2-year,0,yes,Follett ACCESS / MN State Z-Degree,per-course follett access digital via d2l; auto-charged opt-out; mn state z-degree (zero textbook cost degrees); oer promoted,,unknown,Follett / Campus bookstore,Various; Follett; OER,unknown,https://minnstate.edu,,2026-03-09,likely,MN State system: Follett ACCESS digital via D2L. Z-Degree zero textbook programs. OER promoted.
Augsburg University,MN,,private_nonprofit,4-year,0,yes,Inclusive Access (per-course),per-course ia via bn bookstore; select publishers; opt-out,,unknown,Barnes & Noble College,Cognella; Cengage MindTap; select publishers,unknown,https://augsburg.edu; https://bncollege.com,,2026-03-09,likely,IA offered per-course through BN bookstore. Not institution-wide but available for select courses.
Avalon School of Cosmetology,MN,,private_forprofit,2-year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Bemidji State University,MN,,public,4-year,0,yes,Follett ACCESS / MN State Z-Degree,per-course follett access digital via d2l; auto-charged opt-out; mn state z-degree (zero textbook cost degrees); oer promoted,,unknown,Follett / Campus bookstore,Various; Follett; OER,unknown,https://minnstate.edu,,2026-03-09,likely,MN State system: Follett ACCESS digital via D2L. Z-Degree zero textbook programs. OER promoted.
Bethany Global University,MN,,private_nonprofit,4-year,0,yes,Inclusive Access / First Day (varies by institution),per-course or per-credit hr; digital via lms; auto-enrolled; opt-out; varies by institution,,unknown,Various (BN / Follett / campus),Various; digital via LMS,unknown,,,,unverified,State university or community college. Various IA models common at larger institutions. Per-course. Opt-out.
Bethany Lutheran College,MN,,private_nonprofit,4-year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Bethel University,MN,,private_nonprofit,4-year,0,yes,Inclusive Access / First Day (varies by institution),per-course or per-credit hr; digital via lms; auto-enrolled; opt-out; varies by institution,,unknown,Various (BN / Follett / campus),Various; digital via LMS,unknown,,,,unverified,State university or community college. Various IA models common at larger institutions. Per-course. Opt-out.
Bethlehem College & Seminary,MN,,private_nonprofit,4-year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Capella University,MN,,private_forprofit,4-year,0,yes,Inclusive Access / First Day (varies by institution),per-course or per-credit hr; digital via lms; auto-enrolled; opt-out; varies by institution,,unknown,Various (BN / Follett / campus),Various; digital via LMS,unknown,,,,unverified,State university or community college. Various IA models common at larger institutions. Per-course. Opt-out.
Carleton College,MN,,private_nonprofit,4-year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Central Lakes College-Brainerd,MN,,public,2-year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Central Lakes College-Staples Campus,MN,,public,2-year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Century College,MN,,public,2-year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
College of Saint Benedict,MN,,private_nonprofit,4-year,0,yes,Inclusive Access / First Day (varies by institution),per-course or per-credit hr; digital via lms; auto-enrolled; opt-out; varies by institution,,unknown,Various (BN / Follett / campus),Various; digital via LMS,unknown,,,,unverified,State university or community college. Various IA models common at larger institutions. Per-course. Opt-out.
Concordia College at Moorhead,MN,,private_nonprofit,4-year,0,yes,Inclusive Access / First Day (varies by institution),per-course or per-credit hr; digital via lms; auto-enrolled; opt-out; varies by institution,,unknown,Various (BN / Follett / campus),Various; digital via LMS,unknown,,,,unverified,State university or community college. Various IA models common at larger institutions. Per-course. Opt-out.
Concordia University-Saint Paul,MN,,private_nonprofit,4-year,0,yes,Inclusive Access / First Day (varies by institution),per-course or per-credit hr; digital via lms; auto-enrolled; opt-out; varies by institution,,unknown,Various (BN / Follett / campus),Various; digital via LMS,unknown,,,,unverified,State university or community college. Various IA models common at larger institutions. Per-course. Opt-out.
Crown College,MN,,private_nonprofit,4-year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Dakota County Technical College,MN,,public,2-year,0,yes,Follett ACCESS / MN State Z-Degree,per-course follett access digital via d2l; auto-charged opt-out; mn state z-degree (zero textbook cost degrees); oer promoted,,unknown,Follett / Campus bookstore,Various; Follett; OER,unknown,https://minnstate.edu,,2026-03-09,likely,MN State system: Follett ACCESS digital via D2L. Z-Degree zero textbook programs. OER promoted.
Dunwoody College of Technology,MN,,private_nonprofit,4-year,0,yes,Inclusive Access / First Day (varies by institution),per-course or per-credit hr; digital via lms; auto-enrolled; opt-out; varies by institution,,unknown,Various (BN / Follett / campus),Various; digital via LMS,unknown,,,,unverified,State university or community college. Various IA models common at larger institutions. Per-course. Opt-out.
Fond du Lac Tribal and Community College,MN,,public,4-year,0,yes,Follett ACCESS / MN State Z-Degree,per-course follett access digital via d2l; auto-charged opt-out; mn state z-degree (zero textbook cost degrees); oer promoted,,unknown,Follett / Campus bookstore,Various; Follett; OER,unknown,https://minnstate.edu,,2026-03-09,likely,MN State system: Follett ACCESS digital via D2L. Z-Degree zero textbook programs. OER promoted.
Gustavus Adolphus College,MN,,private_nonprofit,4-year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Hamline University,MN,,private_nonprofit,4-year,0,yes,Inclusive Access / First Day (varies by institution),per-course or per-credit hr; digital via lms; auto-enrolled; opt-out; varies by institution,,unknown,Various (BN / Follett / campus),Various; digital via LMS,unknown,,,,unverified,State university or community college. Various IA models common at larger institutions. Per-course. Opt-out.
Hazelden Betty Ford Graduate School,MN,,private_nonprofit,4-year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Hennepin Technical College,MN,,public,2-year,0,yes,Follett ACCESS / MN State Z-Degree,per-course follett access digital via d2l; auto-charged opt-out; mn state z-degree (zero textbook cost degrees); oer promoted,,unknown,Follett / Campus bookstore,Various; Follett; OER,unknown,https://minnstate.edu,,2026-03-09,likely,MN State system: Follett ACCESS digital via D2L. Z-Degree zero textbook programs. OER promoted.
Herzing University-Minneapolis,MN,,private_nonprofit,4-year,0,yes,Inclusive Access / First Day (varies by institution),per-course or per-credit hr; digital via lms; auto-enrolled; opt-out; varies by institution,,unknown,Various (BN / Follett / campus),Various; digital via LMS,unknown,,,,unverified,State university or community college. Various IA models common at larger institutions. Per-course. Opt-out.
Inver Hills Community College,MN,,public,2-year,0,yes,Follett ACCESS / MN State Z-Degree,per-course follett access digital via d2l; auto-charged opt-out; mn state z-degree (zero textbook cost degrees); oer promoted,,unknown,Follett / Campus bookstore,Various; Follett; OER,unknown,https://minnstate.edu,,2026-03-09,likely,MN State system: Follett ACCESS digital via D2L. Z-Degree zero textbook programs. OER promoted.
Lake Superior College,MN,,public,2-year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Leech Lake Tribal College,MN,,public,2-year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Luther Seminary,MN,,private_nonprofit,4-year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
M State - Detroit Lakes Campus,MN,,public,2-year,0,yes,Follett ACCESS / MN State Z-Degree,per-course follett access digital via d2l; auto-charged opt-out; mn state z-degree (zero textbook cost degrees); oer promoted,,unknown,Follett / Campus bookstore,Various; Follett; OER,unknown,https://minnstate.edu,,2026-03-09,likely,MN State system: Follett ACCESS digital via D2L. Z-Degree zero textbook programs. OER promoted.
M State - Moorhead Campus,MN,,public,2-year,0,yes,Follett ACCESS / MN State Z-Degree,per-course follett access digital via d2l; auto-charged opt-out; mn state z-degree (zero textbook cost degrees); oer promoted,,unknown,Follett / Campus bookstore,Various; Follett; OER,unknown,https://minnstate.edu,,2026-03-09,likely,MN State system: Follett ACCESS digital via D2L. Z-Degree zero textbook programs. OER promoted.
M State - Wadena Campus,MN,,public,2-year,0,yes,Follett ACCESS / MN State Z-Degree,per-course follett access digital via d2l; auto-charged opt-out; mn state z-degree (zero textbook cost degrees); oer promoted,,unknown,Follett / Campus bookstore,Various; Follett; OER,unknown,https://minnstate.edu,,2026-03-09,likely,MN State system: Follett ACCESS digital via D2L. Z-Degree zero textbook programs. OER promoted.
Macalester College,MN,,private_nonprofit,4-year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Martin Luther College,MN,,private_nonprofit,4-year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Mayo Clinic College of Medicine and Science,MN,,private_nonprofit,4-year,0,yes,Inclusive Access / First Day (varies by institution),per-course or per-credit hr; digital via lms; auto-enrolled; opt-out; varies by institution,,unknown,Various (BN / Follett / campus),Various; digital via LMS,unknown,,,,unverified,State university or community college. Various IA models common at larger institutions. Per-course. Opt-out.
Metropolitan State University,MN,,public,4-year,0,yes,Follett ACCESS / MN State Z-Degree,per-course follett access digital via d2l; auto-charged opt-out; mn state z-degree (zero textbook cost degrees); oer promoted,,unknown,Follett / Campus bookstore,Various; Follett; OER,unknown,https://minnstate.edu,,2026-03-09,likely,MN State system: Follett ACCESS digital via D2L. Z-Degree zero textbook programs. OER promoted.
