unitid,school_name,state,city,has_ia,ia_program_name,cost_model,price,source_url,confidence,notes,data_source,quality_tier,consolidated_at
171225,Monroe County Community College,MI,Monroe,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,,https://www.monroeccc.edu/campus-store,high,Follett partner — bookstore_page verified at https://www.monroeccc.edu/campus-store,follett_url_verification,GOLD,2026-03-10
171234,Montcalm Community College,MI,Sidney,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,,https://www.montcalm.edu/campus-life/student-services-resources/bookstore/,high,Follett partner — bookstore_page verified at https://www.montcalm.edu/campus-life/student-services-resources/bookstore/,follett_url_verification,GOLD,2026-03-10
169275,Mott Community College,MI,Flint,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,,https://www.mcc.edu/bookstore/,high,Follett partner — bookstore_page verified at https://www.mcc.edu/bookstore/,follett_url_verification,GOLD,2026-03-10
171304,Muskegon Community College,MI,Muskegon,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,,https://www.muskegoncc.edu/events/first-day-of-fall-semester/,high,Follett partner — ia_page verified at https://www.muskegoncc.edu/events/first-day-of-fall-semester/,follett_url_verification,GOLD,2026-03-10
171535,Oakland Community College,MI,Auburn Hills,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,,https://www.oaklandcc.edu/bookstore/,high,Follett partner — bookstore_page verified at https://www.oaklandcc.edu/bookstore/,follett_url_verification,GOLD,2026-03-10
171571,Oakland University,MI,Rochester Hills,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,,https://oakland.ecampus.com,high,Follett partner — bookstore_page verified at https://oakland.ecampus.com,follett_url_verification,GOLD,2026-03-10
172200,Schoolcraft Community College District,MI,Livonia,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,,https://www.schoolcraft.edu/bookstore/,high,Follett partner — bookstore_page verified at https://www.schoolcraft.edu/bookstore/,follett_url_verification,GOLD,2026-03-10
172334,Spring Arbor University,MI,Spring Arbor,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,,https://springarbor.edu/index.php,high,Follett partner — bookstore_page verified at https://springarbor.edu/index.php,follett_url_verification,GOLD,2026-03-10
172291,St Clair County Community College,MI,Port Huron,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,,https://sc4.edu/campus-life/bookstore/,high,Follett partner — bookstore_page verified at https://sc4.edu/campus-life/bookstore/,follett_url_verification,GOLD,2026-03-10
171599,The University of Olivet,MI,Olivet,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,,https://www.uolivet.edu/bookstore,high,Follett partner — bookstore_page verified at https://www.uolivet.edu/bookstore,follett_url_verification,GOLD,2026-03-10
169716,University of Detroit Mercy,MI,Detroit,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,,https://forms.bncollegemail.com/Emails/Form2?cm_sp=allacademicstores-_-email_signup-_-CONTENT_SPOT_HOME_ROW_3_CONTENT_A,high,Follett partner — bookstore_page verified at https://forms.bncollegemail.com/Emails/Form2?cm_sp=allacademicstores-_-email_signup-_-CONTENT_SPOT_HOME_ROW_3_CONTENT_A,follett_url_verification,GOLD,2026-03-10
172617,Washtenaw Community College,MI,Ann Arbor,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,,https://www.wccnet.edu/engage/know-campus/bookstore.php,high,Follett partner — bookstore_page verified at https://www.wccnet.edu/engage/know-campus/bookstore.php,follett_url_verification,GOLD,2026-03-10
172671,West Shore Community College,MI,Scottville,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,,https://www.westshore.edu/bookstore,high,Follett partner — bookstore_page verified at https://www.westshore.edu/bookstore,follett_url_verification,GOLD,2026-03-10
172918,Alexandria Technical & Community College,MN,Alexandria,yes,Follett ACCESS / MN State Z-Degree,Per-course Follett ACCESS digital via D2L; auto-charged opt-out; MN State Z-Degree (zero textbook cost degrees); OER promoted,,https://www.alextech.edu/college-services/bookstore,high,Follett partner — bookstore_page verified at https://www.alextech.edu/college-services/bookstore,follett_url_verification,GOLD,2026-03-10
172963,Anoka-Ramsey Community College,MN,Coon Rapids,yes,Follett ACCESS / MN State Z-Degree,Per-course Follett ACCESS digital via D2L; auto-charged opt-out; MN State Z-Degree (zero textbook cost degrees); OER promoted,,https://www.anokaramsey.edu/resources,high,Follett partner — bookstore_page verified at https://www.anokaramsey.edu/resources,follett_url_verification,GOLD,2026-03-10
17296301,Anoka-Ramsey Community College-Cambridge Campus,MN,Cambridge,yes,Follett ACCESS / MN State Z-Degree,Per-course Follett ACCESS digital via D2L; auto-charged opt-out; MN State Z-Degree (zero textbook cost degrees); OER promoted,,https://www.anokaramsey.edu/resources,high,Follett partner — bookstore_page verified at https://www.anokaramsey.edu/resources,follett_url_verification,GOLD,2026-03-10
174747,College of Saint Benedict,MN,Saint Joseph,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,,https://www.csbsju.edu/bookstore/,high,Follett partner — bookstore_page verified at https://www.csbsju.edu/bookstore/,follett_url_verification,GOLD,2026-03-10
173300,Concordia College at Moorhead,MN,Moorhead,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,,https://www.cobberbookstore.com/,high,Follett partner — bookstore_page verified at https://www.cobberbookstore.com/,follett_url_verification,GOLD,2026-03-10
173416,Dakota County Technical College,MN,Rosemount,yes,Follett ACCESS / MN State Z-Degree,Per-course Follett ACCESS digital via D2L; auto-charged opt-out; MN State Z-Degree (zero textbook cost degrees); OER promoted,,https://www.dctc.edu/academics/textbooks/,high,Follett partner — bookstore_page verified at https://www.dctc.edu/academics/textbooks/,follett_url_verification,GOLD,2026-03-10
380368,Fond du Lac Tribal and Community College,MN,Cloquet,yes,Follett ACCESS / MN State Z-Degree,Per-course Follett ACCESS digital via D2L; auto-charged opt-out; MN State Z-Degree (zero textbook cost degrees); OER promoted,,https://fdltcc.edu/student-support/bookstore/,high,Follett partner — bookstore_page verified at https://fdltcc.edu/student-support/bookstore/,follett_url_verification,GOLD,2026-03-10
173665,Hamline University,MN,Saint Paul,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,,https://www.hamline.edu/life-at-hamline/bookstore,high,Follett partner — bookstore_page verified at https://www.hamline.edu/life-at-hamline/bookstore,follett_url_verification,GOLD,2026-03-10
173708,Hennepin Technical College,MN,Brooklyn Park,yes,Follett ACCESS / MN State Z-Degree,Per-course Follett ACCESS digital via D2L; auto-charged opt-out; MN State Z-Degree (zero textbook cost degrees); OER promoted,,https://hennepintech.edu/bookstore,high,Follett partner — bookstore_page verified at https://hennepintech.edu/bookstore,follett_url_verification,GOLD,2026-03-10
174154,Herzing University-Minneapolis,MN,St. Louis Park,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,,https://www.herzing.edu,high,Follett partner — bookstore_page verified at https://www.herzing.edu,follett_url_verification,GOLD,2026-03-10
17355901,M State - Detroit Lakes Campus,MN,Detroit Lakes,yes,Follett ACCESS / MN State Z-Degree,Per-course Follett ACCESS digital via D2L; auto-charged opt-out; MN State Z-Degree (zero textbook cost degrees); OER promoted,,https://www.minnesota.edu/bookstores,high,Follett partner — bookstore_page verified at https://www.minnesota.edu/bookstores,follett_url_verification,GOLD,2026-03-10
17355902,M State - Moorhead Campus,MN,Moorhead,yes,Follett ACCESS / MN State Z-Degree,Per-course Follett ACCESS digital via D2L; auto-charged opt-out; MN State Z-Degree (zero textbook cost degrees); OER promoted,,https://www.minnesota.edu/bookstores,high,Follett partner — bookstore_page verified at https://www.minnesota.edu/bookstores,follett_url_verification,GOLD,2026-03-10
17355903,M State - Wadena Campus,MN,Wadena,yes,Follett ACCESS / MN State Z-Degree,Per-course Follett ACCESS digital via D2L; auto-charged opt-out; MN State Z-Degree (zero textbook cost degrees); OER promoted,,https://www.minnesota.edu/bookstores,high,Follett partner — bookstore_page verified at https://www.minnesota.edu/bookstores,follett_url_verification,GOLD,2026-03-10
175263,Minnesota State College Southeast,MN,Winona,yes,Follett ACCESS / MN State Z-Degree,Per-course Follett ACCESS digital via D2L; auto-charged opt-out; MN State Z-Degree (zero textbook cost degrees); OER promoted,,https://www.southeastmn.edu/bookstore/,high,Follett partner — bookstore_page verified at https://www.southeastmn.edu/bookstore/,follett_url_verification,GOLD,2026-03-10
17526301,Minnesota State CollegeSoutheast-Red Wing Campus,MN,Red Wing,yes,Follett ACCESS / MN State Z-Degree,Per-course Follett ACCESS digital via D2L; auto-charged opt-out; MN State Z-Degree (zero textbook cost degrees); OER promoted,,https://www.southeastmn.edu/bookstore/,high,Follett partner — bookstore_page verified at https://www.southeastmn.edu/bookstore/,follett_url_verification,GOLD,2026-03-10
173559,Minnesota State Community and Technical College,MN,Fergus Falls,yes,Follett ACCESS / MN State Z-Degree,Per-course Follett ACCESS digital via D2L; auto-charged opt-out; MN State Z-Degree (zero textbook cost degrees); OER promoted,,https://www.minnesota.edu/bookstores,high,Follett partner — bookstore_page verified at https://www.minnesota.edu/bookstores,follett_url_verification,GOLD,2026-03-10
174358,Minnesota State University Moorhead,MN,Moorhead,yes,Follett ACCESS / MN State Z-Degree,Per-course Follett ACCESS digital via D2L; auto-charged opt-out; MN State Z-Degree (zero textbook cost degrees); OER promoted,,https://bookstore.mnstate.edu,high,Follett partner — bookstore_page verified at https://bookstore.mnstate.edu,follett_url_verification,GOLD,2026-03-10
174428,Normandale Community College,MN,Bloomington,yes,Follett ACCESS / MN State Z-Degree,Per-course Follett ACCESS digital via D2L; auto-charged opt-out; MN State Z-Degree (zero textbook cost degrees); OER promoted,,https://www.normandale.edu/books,high,Follett partner — bookstore_page verified at https://www.normandale.edu/books,follett_url_verification,GOLD,2026-03-10
174437,North Central University,MN,Minneapolis,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,,https://www.northcentral.edu/student-life/campus-bookstore/,high,Follett partner — bookstore_page verified at https://www.northcentral.edu/student-life/campus-bookstore/,follett_url_verification,GOLD,2026-03-10
174376,North Hennepin Community College,MN,Brooklyn Park,yes,Follett ACCESS / MN State Z-Degree,Per-course Follett ACCESS digital via D2L; auto-charged opt-out; MN State Z-Degree (zero textbook cost degrees); OER promoted,,https://www.nhcc.edu/student-resources/bookstore,high,Follett partner — bookstore_page verified at https://www.nhcc.edu/student-resources/bookstore,follett_url_verification,GOLD,2026-03-10
173115,Northwest Technical College,MN,Bemidji,yes,Follett ACCESS / MN State Z-Degree,Per-course Follett ACCESS digital via D2L; auto-charged opt-out; MN State Z-Degree (zero textbook cost degrees); OER promoted,,https://ntc.bkstr.com,high,Follett partner — bookstore_page verified at https://ntc.bkstr.com,follett_url_verification,GOLD,2026-03-10
174570,Pine Technical & Community College,MN,Pine City,yes,Follett ACCESS / MN State Z-Degree,Per-course Follett ACCESS digital via D2L; auto-charged opt-out; MN State Z-Degree (zero textbook cost degrees); OER promoted,,https://pine.edu/event/books-and-snacks/,high,Follett partner — bookstore_page verified at https://pine.edu/event/books-and-snacks/,follett_url_verification,GOLD,2026-03-10
174738,Rochester Community and Technical College,MN,Rochester,yes,Follett ACCESS / MN State Z-Degree,Per-course Follett ACCESS digital via D2L; auto-charged opt-out; MN State Z-Degree (zero textbook cost degrees); OER promoted,,https://www.rctc.edu/financialaid/disbursement-and-bookstore-charging/bookstore-charging/,high,Follett partner — bookstore_page verified at https://www.rctc.edu/financialaid/disbursement-and-bookstore-charging/bookstore-charging/,follett_url_verification,GOLD,2026-03-10
174792,Saint Johns University,MN,Collegeville,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,,https://www.csbsju.edu/bookstore/,high,Follett partner — bookstore_page verified at https://www.csbsju.edu/bookstore/,follett_url_verification,GOLD,2026-03-10
175078,Southwest Minnesota State University,MN,Marshall,yes,Follett ACCESS / MN State Z-Degree,Per-course Follett ACCESS digital via D2L; auto-charged opt-out; MN State Z-Degree (zero textbook cost degrees); OER promoted,,https://www.smsu.edu/404.html,high,Follett partner — bookstore_page verified at https://www.smsu.edu/404.html,follett_url_verification,GOLD,2026-03-10
175005,St Catherine University,MN,Saint Paul,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,,https://www.stkate.edu/bookstore,high,Follett partner — bookstore_page verified at https://www.stkate.edu/bookstore,follett_url_verification,GOLD,2026-03-10
174899,The College of Saint Scholastica,MN,Duluth,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,,https://www.ecampus.com/,high,Follett partner — bookstore_page verified at https://www.ecampus.com/,follett_url_verification,GOLD,2026-03-10
174491,University of Northwestern-St Paul,MN,Saint Paul,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,,https://www.unwsp.edu/bookstore,high,Follett partner — bookstore_page verified at https://www.unwsp.edu/bookstore,follett_url_verification,GOLD,2026-03-10
434751,White Earth Tribal and Community College,MN,Mahnomen,yes,Follett ACCESS / MN State Z-Degree,Per-course Follett ACCESS digital via D2L; auto-charged opt-out; MN State Z-Degree (zero textbook cost degrees); OER promoted,,https://www.wetcc.edu/bookstore/,high,Follett partner — bookstore_page verified at https://www.wetcc.edu/bookstore/,follett_url_verification,GOLD,2026-03-10
177834,A T Still University of Health Sciences,MO,Kirksville,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,,https://www.atsu.edu/textbooks,high,Follett partner — bookstore_page verified at https://www.atsu.edu/textbooks,follett_url_verification,GOLD,2026-03-10
176628,Avila University,MO,Kansas City,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,,https://www.avila.edu/calendar_event/first-day-of-12-week-summer-classes-for-the-traditional-campus/,high,Follett partner — ia_page verified at https://www.avila.edu/calendar_event/first-day-of-12-week-summer-classes-for-the-traditional-campus/,follett_url_verification,GOLD,2026-03-10
176789,Calvary University,MO,Kansas City,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,,https://www.calvary.edu/,high,Follett partner — bookstore_page verified at https://www.calvary.edu/,follett_url_verification,GOLD,2026-03-10
176910,Central Christian College of the Bible,MO,Moberly,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,,https://cccb.edu/about-cccb/bookstore,high,Follett partner — bookstore_page verified at https://cccb.edu/about-cccb/bookstore,follett_url_verification,GOLD,2026-03-10
466921,Chamberlain University-Missouri,MO,St. Louis,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,,https://bookstore.chamberlain.edu,high,Follett partner — bookstore_page verified at https://bookstore.chamberlain.edu,follett_url_verification,GOLD,2026-03-10
178697,College of the Ozarks,MO,Point Lookout,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,,https://www.cofo.edu/Academics/Resources/Bookstore,high,Follett partner — bookstore_page verified at https://www.cofo.edu/Academics/Resources/Bookstore,follett_url_verification,GOLD,2026-03-10
455983,Columbia College,VA,Vienna,no,N/A,Traditional purchase; small/specialty institution,,https://www.ccis.edu/academic-resources/bookstore,high,Follett partner — bookstore_page verified at https://www.ccis.edu/academic-resources/bookstore,follett_url_verification,GOLD,2026-03-10
177214,Drury University,MO,Springfield,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,,https://www.drury.edu/new-students/fusion-first-day-schedule/,high,Follett partner — ia_page verified at https://www.drury.edu/new-students/fusion-first-day-schedule/,follett_url_verification,GOLD,2026-03-10
492801,Drury University-College of Continuing Professional Studies,MO,Springfield,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,,https://www.drury.edu/new-students/fusion-first-day-schedule/,high,Follett partner — ia_page verified at https://www.drury.edu/new-students/fusion-first-day-schedule/,follett_url_verification,GOLD,2026-03-10
177339,Evangel University,MO,Springfield,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,,https://www.evangel.edu/student-resources/campus-bookstore/,high,Follett partner — bookstore_page verified at https://www.evangel.edu/student-resources/campus-bookstore/,follett_url_verification,GOLD,2026-03-10
497824,Evangel University-College of Online Learning,MO,Springfield,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,,https://www.evangel.edu/student-resources/campus-bookstore/,high,Follett partner — bookstore_page verified at https://www.evangel.edu/student-resources/campus-bookstore/,follett_url_verification,GOLD,2026-03-10
477233,Evangel University-James River Assembly of God Church,MO,Ozark,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,,https://www.evangel.edu/student-resources/campus-bookstore/,high,Follett partner — bookstore_page verified at https://www.evangel.edu/student-resources/campus-bookstore/,follett_url_verification,GOLD,2026-03-10
177418,Fontbonne University,MO,Saint Louis,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,,https://www.textbookx.com/,high,Follett partner — bookstore_page verified at https://www.textbookx.com/,follett_url_verification,GOLD,2026-03-10
177542,Hannibal-LaGrange University,MO,Hannibal,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,,https://www.hlg.edu/academics/textbooks/,high,Follett partner — bookstore_page verified at https://www.hlg.edu/academics/textbooks/,follett_url_verification,GOLD,2026-03-10
177551,Harris-Stowe State University,MO,Saint Louis,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,,https://www.hssu.edu/bookstore/,high,Follett partner — bookstore_page verified at https://www.hssu.edu/bookstore/,follett_url_verification,GOLD,2026-03-10
177986,Logan University,MO,Chesterfield,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,,https://www.logan.edu/bookstore/,high,Follett partner — bookstore_page verified at https://www.logan.edu/bookstore/,follett_url_verification,GOLD,2026-03-10
177995,Metropolitan Community College-Kansas City,MO,Kansas City,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,,https://www.mcckc.edu/bookstore,high,Follett partner — bookstore_page verified at https://www.mcckc.edu/bookstore,follett_url_verification,GOLD,2026-03-10
176664,Mission University,MO,Springfield,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,,https://mission.edu,high,Follett partner — bookstore_page verified at https://mission.edu,follett_url_verification,GOLD,2026-03-10
177472,Ozarks Technical Community College,MO,Springfield,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,,https://otcbookstore.com,high,Follett partner — bookstore_page verified at https://otcbookstore.com,follett_url_verification,GOLD,2026-03-10
178721,Park University,MO,Parkville,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,,https://www.park.edu/life-park/bookstore/,high,Follett partner — bookstore_page verified at https://www.park.edu/life-park/bookstore/,follett_url_verification,GOLD,2026-03-10
178891,Ranken Technical College,MO,Saint Louis,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,,https://ranken.edu/bookstore-new/,high,Follett partner — bookstore_page verified at https://ranken.edu/bookstore-new/,follett_url_verification,GOLD,2026-03-10
179308,Saint Louis Community College,MO,Bridgeton,yes,Inclusive Access,Digital via LMS; discounted; charged to account; opt-out,,https://stlcc.edu/bookstore,high,Follett partner — bookstore_page verified at https://stlcc.edu/bookstore,follett_url_verification,GOLD,2026-03-10
442426,St Louis College of Health Careers-Fenton,MO,Fenton,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,,https://slchc.edu/,high,Follett partner — bookstore_page verified at https://slchc.edu/,follett_url_verification,GOLD,2026-03-10
177977,State Technical College of Missouri,MO,Linn,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,,https://statetechmo.edu/campus-services/bookstore/,high,Follett partner — bookstore_page verified at https://statetechmo.edu/campus-services/bookstore/,follett_url_verification,GOLD,2026-03-10
179964,William Woods University,MO,Fulton,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,,https://www.williamwoods.edu/wp-content/uploads/2025/02/books.png,high,Follett partner — bookstore_page verified at https://www.williamwoods.edu/wp-content/uploads/2025/02/books.png,follett_url_verification,GOLD,2026-03-10
175519,Coahoma Community College,MS,Clarksdale,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,,https://www.coahomacc.edu/bookstore/,high,Follett partner — bookstore_page verified at https://www.coahomacc.edu/bookstore/,follett_url_verification,GOLD,2026-03-10
175643,East Central Community College,MS,Decatur,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,,https://www.eccc.edu/bookstore,high,Follett partner — bookstore_page verified at https://www.eccc.edu/bookstore,follett_url_verification,GOLD,2026-03-10
175652,East Mississippi Community College,MS,Scooba,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,,https://bookstore.eastms.edu,high,Follett partner — bookstore_page verified at https://bookstore.eastms.edu,follett_url_verification,GOLD,2026-03-10
175786,Hinds Community College,MS,Raymond,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,,https://www.hindscc.edu/first-day-of-classes,high,Follett partner — ia_page verified at https://www.hindscc.edu/first-day-of-classes,follett_url_verification,GOLD,2026-03-10
175810,Holmes Community College,MS,Goodman,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,,https://holmescc.edu/bookstore/,high,Follett partner — bookstore_page verified at https://holmescc.edu/bookstore/,follett_url_verification,GOLD,2026-03-10
175829,Itawamba Community College,MS,Fulton,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,,https://www.iccms.edu/bookstore,high,Follett partner — bookstore_page verified at https://www.iccms.edu/bookstore,follett_url_verification,GOLD,2026-03-10
175935,Meridian Community College,MS,Meridian,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,,https://bookstore.meridiancc.edu,high,Follett partner — bookstore_page verified at https://bookstore.meridiancc.edu,follett_url_verification,GOLD,2026-03-10
176071,Mississippi Gulf Coast Community College,MS,Perkinston,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,,https://mgccc.edu/about/student-life/bookstore/,high,Follett partner — bookstore_page verified at https://mgccc.edu/about/student-life/bookstore/,follett_url_verification,GOLD,2026-03-10
176044,Mississippi Valley State University,MS,Itta Bena,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,,https://www.mvsu.edu/bookstore,high,Follett partner — bookstore_page verified at https://www.mvsu.edu/bookstore,follett_url_verification,GOLD,2026-03-10
176178,Northwest Mississippi Community College,MS,Senatobia,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,,https://www.northwestms.edu/bookstore,high,Follett partner — bookstore_page verified at https://www.northwestms.edu/bookstore,follett_url_verification,GOLD,2026-03-10
176239,Pearl River Community College,MS,Poplarville,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,,https://prcc.edu/academics/elearning/textbooks-charges/,high,Follett partner — bookstore_page verified at https://prcc.edu/academics/elearning/textbooks-charges/,follett_url_verification,GOLD,2026-03-10
17623901,Pearl River Community College-Forrest County Campus,MS,Hattiesburg,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,,https://prcc.edu/academics/elearning/textbooks-charges/,high,Follett partner — bookstore_page verified at https://prcc.edu/academics/elearning/textbooks-charges/,follett_url_verification,GOLD,2026-03-10
176354,Southwest Mississippi Community College,MS,Summit,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,,https://www.smcc.edu/bookstore/,high,Follett partner — bookstore_page verified at https://www.smcc.edu/bookstore/,follett_url_verification,GOLD,2026-03-10
17601701,University of Mississippi Medical Center,MS,Jackson,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,,https://ummc.studentstore.com/,high,Follett partner — bookstore_page verified at https://ummc.studentstore.com/,follett_url_verification,GOLD,2026-03-10
180054,Blackfeet Community College,MT,Browning,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,,https://bfcc.edu/Bookstore,high,Follett partner — bookstore_page verified at https://bfcc.edu/Bookstore,follett_url_verification,GOLD,2026-03-10
180197,Flathead Valley Community College,MT,Kalispell,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,,https://www.fvcc.edu/campus-life/facilities-maps/bookstore,high,Follett partner — bookstore_page verified at https://www.fvcc.edu/campus-life/facilities-maps/bookstore,follett_url_verification,GOLD,2026-03-10
180373,Miles Community College,MT,Miles City,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,,https://www.milescc.edu/bookstore,high,Follett partner — bookstore_page verified at https://www.milescc.edu/bookstore,follett_url_verification,GOLD,2026-03-10
199786,Alamance Community College,NC,Graham,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,,http://www.alamancecc.edu/services-and-support/bookstore/index.php,high,Follett partner — bookstore_page verified at http://www.alamancecc.edu/services-and-support/bookstore/index.php,follett_url_verification,GOLD,2026-03-10
